self-balancing,4384
,,Dynamic load balancing using virtual controller instances ,US7684876,"=HYPERLINK(""https://patents.google.com/patent/US7684876B2/en"")"
,,Differential thermal analysis apparatus ,US3283560,"=HYPERLINK(""https://patents.google.com/patent/US3283560A/en"")"
,,Stand ,WO9713997,"=HYPERLINK(""https://patents.google.com/patent/WO1997013997A1/en"")"
,,Electrochemical cell monitoring and balancing circuit with self-diagnostic feature ,US2012139553,"=HYPERLINK(""https://patents.google.com/patent/US20120139553A1/en"")"
,,Dynamic load balancing method based on self-adapting prediction of network flow ,CN101695050,"=HYPERLINK(""https://patents.google.com/patent/CN101695050A/en"")"
,,Self-centering device for generally locking motor vehicle wheels on to balancing machine shafts ,US4188828,"=HYPERLINK(""https://patents.google.com/patent/US4188828A/en"")"
,,Twin-propeller stern drive ,US3954083,"=HYPERLINK(""https://patents.google.com/patent/US3954083A/en"")"
,,Multiple-recording instrument ,US2125345,"=HYPERLINK(""https://patents.google.com/patent/US2125345A/en"")"
,,Balance control device of intelligent balance car and intelligent balance car ,CN203268232,"=HYPERLINK(""https://patents.google.com/patent/CN203268232U/en"")"
,,Self-stabilizing training wheels for a bicycle ,US5064213,"=HYPERLINK(""https://patents.google.com/patent/US5064213A/en"")"
,,Damper control system for process heaters ,US3074644,"=HYPERLINK(""https://patents.google.com/patent/US3074644A/en"")"
,,Electric motor positioning system ,US2692358,"=HYPERLINK(""https://patents.google.com/patent/US2692358A/en"")"
,,Acyclic generator ,US3211936,"=HYPERLINK(""https://patents.google.com/patent/US3211936A/en"")"
,,Method and apparatus for bipolar ion generation ,US7177133,"=HYPERLINK(""https://patents.google.com/patent/US7177133B2/en"")"
,,Self-configuration and automatic disk balancing of network attached storage devices ,US2006117132,"=HYPERLINK(""https://patents.google.com/patent/US20060117132A1/en"")"
,,Elutriation apparatus and method for cleaning granules ,US5289921,"=HYPERLINK(""https://patents.google.com/patent/US5289921A/en"")"
,,Self-calibrating data collection system for dynamic wheel balancing machine ,US4250555,"=HYPERLINK(""https://patents.google.com/patent/US4250555A/en"")"
,,Grating spectrometers or analysers ,US3015984,"=HYPERLINK(""https://patents.google.com/patent/US3015984A/en"")"
,,Method and means for testing materials ,US2316253,"=HYPERLINK(""https://patents.google.com/patent/US2316253A/en"")"
,,High precision high rigidity closed type fluid static pressure / dynamic-static pressure rotary table ,CN101407024,"=HYPERLINK(""https://patents.google.com/patent/CN101407024A/en"")"
,,Special external pressure type straight pipe pressure equilibrium type corrugated pipe expansion node for coal gasification apparatus ,CN201129590,"=HYPERLINK(""https://patents.google.com/patent/CN201129590Y/en"")"
,,Refractive index measurement of fluids ,US2569127,"=HYPERLINK(""https://patents.google.com/patent/US2569127A/en"")"
,,Self-sharpening and balancing shears or scissors ,US1885754,"=HYPERLINK(""https://patents.google.com/patent/US1885754A/en"")"
,,Control system ,US2496860,"=HYPERLINK(""https://patents.google.com/patent/US2496860A/en"")"
,,Audience reaction system ,US2712976,"=HYPERLINK(""https://patents.google.com/patent/US2712976A/en"")"
,,Intelligent battery module and battery pack with automatic balance capability ,CN102655346,"=HYPERLINK(""https://patents.google.com/patent/CN102655346A/en"")"
,,Self-normaling jack barrel assembly with impedance balancing element ,US3360747,"=HYPERLINK(""https://patents.google.com/patent/US3360747A/en"")"
,,Low-Cost Minimal-Loss Flywheel Battery ,US2010283340,"=HYPERLINK(""https://patents.google.com/patent/US20100283340A1/en"")"
,,System and method for scheduling routing table calculation in link state routing protocols ,US2008062862,"=HYPERLINK(""https://patents.google.com/patent/US20080062862A1/en"")"
,,Self-locking sash balance ,US2796630,"=HYPERLINK(""https://patents.google.com/patent/US2796630A/en"")"
,,Method and apparatus for radioactivity well-logging ,US2776378,"=HYPERLINK(""https://patents.google.com/patent/US2776378A/en"")"
,,Phase-change heat transfer system ,US4341202,"=HYPERLINK(""https://patents.google.com/patent/US4341202A/en"")"
,,Electrospray air sampler ,US2004023411,"=HYPERLINK(""https://patents.google.com/patent/US20040023411A1/en"")"
,,Integrated multi-level inverter assembly ,US6700804,"=HYPERLINK(""https://patents.google.com/patent/US6700804B1/en"")"
,,Mechanical seal with controlled leakage ,US3085808,"=HYPERLINK(""https://patents.google.com/patent/US3085808A/en"")"
,,"Dishwashing machine, preferably for home use, with an improved architecture ",US6622740,"=HYPERLINK(""https://patents.google.com/patent/US6622740B1/en"")"
,,Measuring and control apparatus ,US2209369,"=HYPERLINK(""https://patents.google.com/patent/US2209369A/en"")"
,,Traverser and components therefor ,US4319722,"=HYPERLINK(""https://patents.google.com/patent/US4319722A/en"")"
,,Electric motor driven traversing balancer hoist ,US2006226106,"=HYPERLINK(""https://patents.google.com/patent/US20060226106A1/en"")"
,,Talking moving picture system ,US1850130,"=HYPERLINK(""https://patents.google.com/patent/US1850130A/en"")"
,,Fluid analyzer for control system ,US3108929,"=HYPERLINK(""https://patents.google.com/patent/US3108929A/en"")"
,,Self-compensating balance spring for a mechanical oscillator of a balance-spring/balance assembly of a watch movement and process for manufacturing this balance-spring ,US5881026,"=HYPERLINK(""https://patents.google.com/patent/US5881026A/en"")"
,,Helical taper induced vortical flow turbine ,US2007258806,"=HYPERLINK(""https://patents.google.com/patent/US20070258806A1/en"")"
,,Self-adaptation adjustment method of load balancing information interaction periodicity ,CN101600226,"=HYPERLINK(""https://patents.google.com/patent/CN101600226A/en"")"
,,DMA engine for protocol processing ,US2006206635,"=HYPERLINK(""https://patents.google.com/patent/US20060206635A1/en"")"
,,Apparatus for dynamical balancing of rotating objects and method for making same ,US5142936,"=HYPERLINK(""https://patents.google.com/patent/US5142936A/en"")"
,,Self-adaptation balancing apparatus for SDH transmission system circuit attenuation compensation ,CN1553588,"=HYPERLINK(""https://patents.google.com/patent/CN1553588A/en"")"
,,Self locking ergonomic support assembly for optical devices ,US2005201744,"=HYPERLINK(""https://patents.google.com/patent/US20050201744A1/en"")"
,,Multi-degree-of-freedom test stand for unmanned air vehicles ,US8353199,"=HYPERLINK(""https://patents.google.com/patent/US8353199B1/en"")"
,,Self-adjusting load balancing pneumatic hoist ,US3894476,"=HYPERLINK(""https://patents.google.com/patent/US3894476A/en"")"
,,Massaging device ,US2964037,"=HYPERLINK(""https://patents.google.com/patent/US2964037A/en"")"
,,Totalizing liquid level gauge ,US2537498,"=HYPERLINK(""https://patents.google.com/patent/US2537498A/en"")"
,,Top cover attachable fluid dynamic bearing motor ,US6917130,"=HYPERLINK(""https://patents.google.com/patent/US6917130B2/en"")"
,,Cardiac pacemaker ,US4867163,"=HYPERLINK(""https://patents.google.com/patent/US4867163A/en"")"
,,Power Generating Windbags and Waterbags ,US2013307274,"=HYPERLINK(""https://patents.google.com/patent/US20130307274A1/en"")"
,,Self-adjusting counter-balance ,US414642,"=HYPERLINK(""https://patents.google.com/patent/US414642A/en"")"
,,Method and device for typing thinking styles ,US5871211,"=HYPERLINK(""https://patents.google.com/patent/US5871211A/en"")"
,,Self-adaptive load balancing method for Reduce ends in parallel computing framework ,CN102629219,"=HYPERLINK(""https://patents.google.com/patent/CN102629219A/en"")"
,,Built-in antenna for radio communication terminal ,US6987485,"=HYPERLINK(""https://patents.google.com/patent/US6987485B2/en"")"
,,Efficiencies for piston engines or machines ,US7328682,"=HYPERLINK(""https://patents.google.com/patent/US7328682B2/en"")"
,,"Two-cycle, air-cooled uniflow gasoline engine for powering a portable tool ",US5383427,"=HYPERLINK(""https://patents.google.com/patent/US5383427A/en"")"
,,Voltage compensated active cell balancing ,US2014306662,"=HYPERLINK(""https://patents.google.com/patent/US20140306662A1/en"")"
,,System and method for balancing a computing load among computing resources in a distributed computing problem ,US7590984,"=HYPERLINK(""https://patents.google.com/patent/US7590984B2/en"")"
,,Three dimensional implant surgery planning system based on optimum balance of morphologic evaluation and functional evaluation ,JP2006263241,"=HYPERLINK(""https://patents.google.com/patent/JP2006263241A/en"")"
,,Tuerscharnier for household appliances ,DE4105274,"=HYPERLINK(""https://patents.google.com/patent/DE4105274A1/en"")"
,,Hydrogen G-cycle rotary internal combustion engine ,US7707987,"=HYPERLINK(""https://patents.google.com/patent/US7707987B2/en"")"
,,Built-in antenna of wireless communication terminal ,EP1154513,"=HYPERLINK(""https://patents.google.com/patent/EP1154513A1/en"")"
,,Audio frequency amplifier ,US2887532,"=HYPERLINK(""https://patents.google.com/patent/US2887532A/en"")"
,,Box spring assembly with interlocked formed wire spring components having limited deflection capabilities ,US4398705,"=HYPERLINK(""https://patents.google.com/patent/US4398705A/en"")"
,,Method of controlling an electric motor driving a centrifugal pump ,EP0584713,"=HYPERLINK(""https://patents.google.com/patent/EP0584713A1/en"")"
,,Fully automatic weightless self-compensating balance calibrator ,CN2385330,"=HYPERLINK(""https://patents.google.com/patent/CN2385330Y/en"")"
,,Improved browning control ,WO03011090,"=HYPERLINK(""https://patents.google.com/patent/WO2003011090A1/en"")"
,,Systems and methods for traffic load balancing on multiple wan backhauls and multiple distinct lan networks ,US2015016260,"=HYPERLINK(""https://patents.google.com/patent/US20150016260A1/en"")"
,,Wind turbine blade inspection and cleaning system ,US2010132137,"=HYPERLINK(""https://patents.google.com/patent/US20100132137A1/en"")"
,,"Server load balancing system, server load balancing device, and content management device ",US2003172163,"=HYPERLINK(""https://patents.google.com/patent/US20030172163A1/en"")"
,,Self-locking automatically-releasing sash balance for tiltably-removable sliding sash windows ,US4271631,"=HYPERLINK(""https://patents.google.com/patent/US4271631A/en"")"
,,Pressure responsive device ,US3256740,"=HYPERLINK(""https://patents.google.com/patent/US3256740A/en"")"
,,Protection circuit of power lithium ion batteries ,CN201623470,"=HYPERLINK(""https://patents.google.com/patent/CN201623470U/en"")"
,,Self-contained power chuck with centrifugally balanced jaws ,US4009888,"=HYPERLINK(""https://patents.google.com/patent/US4009888A/en"")"
,,Application-independent and component-isolated system and system of systems framework ,US8078357,"=HYPERLINK(""https://patents.google.com/patent/US8078357B1/en"")"
,,Working device setted on one place and engineering machinery using it ,CN1831253,"=HYPERLINK(""https://patents.google.com/patent/CN1831253A/en"")"
,,Self-locking sash balance ,US2747219,"=HYPERLINK(""https://patents.google.com/patent/US2747219A/en"")"
,,Electric balance swingcar ,CN104029769,"=HYPERLINK(""https://patents.google.com/patent/CN104029769A/en"")"
,,Dynamic load balancing resource allocation ,US2005055694,"=HYPERLINK(""https://patents.google.com/patent/US20050055694A1/en"")"
,,"Device and user interface for visualizing, navigating, and manipulating hierarchically structured information on host electronic devices ",US9007302,"=HYPERLINK(""https://patents.google.com/patent/US9007302B1/en"")"
,,Method and apparatus for priority-based load balancing for use in an extended local area network ,US2003193959,"=HYPERLINK(""https://patents.google.com/patent/US20030193959A1/en"")"
,,TDS-OFDM receiver self-adaptive channel estimation balancing method and system ,CN1677908,"=HYPERLINK(""https://patents.google.com/patent/CN1677908A/en"")"
,,Self-locking sash balance ,US2791795,"=HYPERLINK(""https://patents.google.com/patent/US2791795A/en"")"
,,Combined self-assembling/disassembling balance-weight device ,CN1569606,"=HYPERLINK(""https://patents.google.com/patent/CN1569606A/en"")"
,,Single balanced self-oscillating dual gate FET mixer ,US4658440,"=HYPERLINK(""https://patents.google.com/patent/US4658440A/en"")"
,,Delta modulator having low-level random noise characteristic ,US3855555,"=HYPERLINK(""https://patents.google.com/patent/US3855555A/en"")"
,,Self-processing integrated damage assessment sensor for structural health monitoring ,US2005114045,"=HYPERLINK(""https://patents.google.com/patent/US20050114045A1/en"")"
,,Stiff metal hub for an energy storage rotor ,US6817266,"=HYPERLINK(""https://patents.google.com/patent/US6817266B1/en"")"
,,Apparatus for detecting surface flaws in cylindrical articles by means of asymmetric magnetic detection ,US5532591,"=HYPERLINK(""https://patents.google.com/patent/US5532591A/en"")"
,,Electrical connector assembly and method of making ,US4780093,"=HYPERLINK(""https://patents.google.com/patent/US4780093A/en"")"
,,Method and apparatus for determination of surface areas ,US2960870,"=HYPERLINK(""https://patents.google.com/patent/US2960870A/en"")"
,,Brake disk and balance weight combination ,US3366202,"=HYPERLINK(""https://patents.google.com/patent/US3366202A/en"")"
,,Software virtual machine for acceleration of transactional data processing ,US2012324447,"=HYPERLINK(""https://patents.google.com/patent/US20120324447A1/en"")"
,,Combined viscosity pump and electric motor ,US3794447,"=HYPERLINK(""https://patents.google.com/patent/US3794447A/en"")"
,,Constant temperature anemometer ,US5069066,"=HYPERLINK(""https://patents.google.com/patent/US5069066A/en"")"
,,Apparatus for balancing bodies of revolution ,US4295386,"=HYPERLINK(""https://patents.google.com/patent/US4295386A/en"")"
,,Method And System For Balancing Host Write Operations And Cache Flushing ,US2009172286,"=HYPERLINK(""https://patents.google.com/patent/US20090172286A1/en"")"
,,Swim fin with self-adjusting hydrofoil blades ,US5536190,"=HYPERLINK(""https://patents.google.com/patent/US5536190A/en"")"
,,Self-sealing coupling ,US3215161,"=HYPERLINK(""https://patents.google.com/patent/US3215161A/en"")"
,,Self-driven carriage ,US3680653,"=HYPERLINK(""https://patents.google.com/patent/US3680653A/en"")"
,,Apparatus and method for non-symmetric magnetic field balancing in an inspection scanner ,US7327137,"=HYPERLINK(""https://patents.google.com/patent/US7327137B1/en"")"
,,Dynamic server switching for maximum server availability and load balancing ,US5828847,"=HYPERLINK(""https://patents.google.com/patent/US5828847A/en"")"
,,Directional heat loss anemometer transducer ,US4279147,"=HYPERLINK(""https://patents.google.com/patent/US4279147A/en"")"
,,System and Method of Cell Block Voltage Analytics to Improve Balancing Effectiveness and Identify Self-discharge Rate ,US2015037624,"=HYPERLINK(""https://patents.google.com/patent/US20150037624A1/en"")"
,,Server blade for performing load balancing functions ,US7032037,"=HYPERLINK(""https://patents.google.com/patent/US7032037B2/en"")"
,,Method for load balancing in a network switch ,US6952401,"=HYPERLINK(""https://patents.google.com/patent/US6952401B1/en"")"
,,Method and apparatus for self-organizing node groups on a network ,US7461130,"=HYPERLINK(""https://patents.google.com/patent/US7461130B1/en"")"
,,"Aircraft weight and center of gravity determination system which includes alarm,self-checking,and fault override circuitry ",US3584503,"=HYPERLINK(""https://patents.google.com/patent/US3584503A/en"")"
,,Self-pressure-balanced hydrodynamic bearing spindle motor ,US5847479,"=HYPERLINK(""https://patents.google.com/patent/US5847479A/en"")"
,,"Multitrack curve-tilting vehicle, and method for tilting a vehicle ",US2007193803,"=HYPERLINK(""https://patents.google.com/patent/US20070193803A1/en"")"
,,"Ultra-high frequency self-sustaining oscillators, coupled oscillators, voltage-controlled oscillators, and oscillator arrays based on vibrating nanoelectromechanical resonators ",US7724103,"=HYPERLINK(""https://patents.google.com/patent/US7724103B2/en"")"
,,System for balancing a plurality of battery pack system modules connected in series ,US7880434,"=HYPERLINK(""https://patents.google.com/patent/US7880434B2/en"")"
,,Method for balancing lithium secondary cells and modules ,US2008309288,"=HYPERLINK(""https://patents.google.com/patent/US20080309288A1/en"")"
,,Device For White Balancing And Appying An Anti-Fog Agent To Medical Videoscopes Prior To Medical Procedures ,US2008161646,"=HYPERLINK(""https://patents.google.com/patent/US20080161646A1/en"")"
,,Thrust balancing and entrapment control means for screw type compressors and similardevices ,US3275226,"=HYPERLINK(""https://patents.google.com/patent/US3275226A/en"")"
,,Self-adjusting echo canceller ,US3535473,"=HYPERLINK(""https://patents.google.com/patent/US3535473A/en"")"
,,System for the optical automatic and autonomous guiding of self-rotating missiles ,US3642233,"=HYPERLINK(""https://patents.google.com/patent/US3642233A/en"")"
,,Thermal dynamic balancer ,US6089464,"=HYPERLINK(""https://patents.google.com/patent/US6089464A/en"")"
,,Hardware level generated interrupts indicating load balancing status for a node in a virtualized computing environment ,US2014317265,"=HYPERLINK(""https://patents.google.com/patent/US20140317265A1/en"")"
,,Balancing and leakage device for centrifugal pumps ,US2221225,"=HYPERLINK(""https://patents.google.com/patent/US2221225A/en"")"
,,Method and apparatus for balancing an electrostatic force produced by an electrostatic chuck ,US5764471,"=HYPERLINK(""https://patents.google.com/patent/US5764471A/en"")"
,,Method and apparatus for balancing rotatable members ,US5046361,"=HYPERLINK(""https://patents.google.com/patent/US5046361A/en"")"
,,Self-organizing ims network and method for organizing and maintaining sessions ,US2012042084,"=HYPERLINK(""https://patents.google.com/patent/US20120042084A1/en"")"
,,"Optimal policies for load balancing for distributed and strategic agents (more technically, optimal coordination mechanisms for machine scheduling) ",US2009007101,"=HYPERLINK(""https://patents.google.com/patent/US20090007101A1/en"")"
,,Bicycle training aid with dynamically deployable balancing features ,US2008029994,"=HYPERLINK(""https://patents.google.com/patent/US20080029994A1/en"")"
,,Self-energizing vehicular brake system with electronically actuated hydraulic balance forces ,US5390986,"=HYPERLINK(""https://patents.google.com/patent/US5390986A/en"")"
,,Self-describing components within a software catalog ,US6564377,"=HYPERLINK(""https://patents.google.com/patent/US6564377B1/en"")"
,,Primary side current balancing scheme for multiple CCF lamp operation ,US2005225261,"=HYPERLINK(""https://patents.google.com/patent/US20050225261A1/en"")"
,,Global server load balancing support for private VIP addresses ,US2010095008,"=HYPERLINK(""https://patents.google.com/patent/US20100095008A1/en"")"
,,Securing means ,US2382947,"=HYPERLINK(""https://patents.google.com/patent/US2382947A/en"")"
,,Hydrofoil watercraft ,US3459146,"=HYPERLINK(""https://patents.google.com/patent/US3459146A/en"")"
,,Apparatus for balancing an asymmetrical load ,US4177508,"=HYPERLINK(""https://patents.google.com/patent/US4177508A/en"")"
,,Device and Method for Balancing Charge Between the Individual Cells of a Double-layer Capacitor ,US2008252266,"=HYPERLINK(""https://patents.google.com/patent/US20080252266A1/en"")"
,,Directional thermal anemometer transducer ,US4920793,"=HYPERLINK(""https://patents.google.com/patent/US4920793A/en"")"
,,Directional thermal anemometer transducer ,US4936144,"=HYPERLINK(""https://patents.google.com/patent/US4936144A/en"")"
,,Apparatus for balancing a rotary member ,US5676025,"=HYPERLINK(""https://patents.google.com/patent/US5676025A/en"")"
,,Apparatuses and methods for multi-channel signal compression during desired voice activity detection ,US2014278383,"=HYPERLINK(""https://patents.google.com/patent/US20140278383A1/en"")"
,,Dynamic modification of contention-based transmission control parameters achieving load balancing scheme in wireless mesh networks ,US7978725,"=HYPERLINK(""https://patents.google.com/patent/US7978725B2/en"")"
,,System and method for a self organizing network ,US2010299419,"=HYPERLINK(""https://patents.google.com/patent/US20100299419A1/en"")"
,,Balancing board ,US4911440,"=HYPERLINK(""https://patents.google.com/patent/US4911440A/en"")"
,,Method of balancing rotating objects ,US2193734,"=HYPERLINK(""https://patents.google.com/patent/US2193734A/en"")"
,,"Series-connected rechargeable cells, series-connected rechargeable cell device, voltage-balance correcting circuit for series-connected cells ",US2009278496,"=HYPERLINK(""https://patents.google.com/patent/US20090278496A1/en"")"
,,Disk drive apparatus having improved auto-balancing unit ,US6477001,"=HYPERLINK(""https://patents.google.com/patent/US6477001B1/en"")"
,,Method and apparatus for self organized network ,US2011105139,"=HYPERLINK(""https://patents.google.com/patent/US20110105139A1/en"")"
,,"Metrology antenna system utilizing two-port, sleeve dipole and non-radiating balancing network ",US6657601,"=HYPERLINK(""https://patents.google.com/patent/US6657601B2/en"")"
,,Automatically Balancing Register for HVAC Systems ,US2010163633,"=HYPERLINK(""https://patents.google.com/patent/US20100163633A1/en"")"
,,Dynamic Routing and Load Balancing Packet Distribution with a Software Factory ,US2009043631,"=HYPERLINK(""https://patents.google.com/patent/US20090043631A1/en"")"
,,"Bio memory disc and bio memory disc drive apparatus, and assay method using the same ",US2009253130,"=HYPERLINK(""https://patents.google.com/patent/US20090253130A1/en"")"
,,Method For Balancing Resource Sharing And Application Latency Within A Data Processing System ,US2008034370,"=HYPERLINK(""https://patents.google.com/patent/US20080034370A1/en"")"
,,Method and apparatus for creating a dynamically reconfigurable energy storage device ,US2014312828,"=HYPERLINK(""https://patents.google.com/patent/US20140312828A1/en"")"
,,Load Balancing Web Service by Rejecting Connections ,US2011161980,"=HYPERLINK(""https://patents.google.com/patent/US20110161980A1/en"")"
,,Energy advisory and transaction management services for self-serving retail electricity providers ,US2005004858,"=HYPERLINK(""https://patents.google.com/patent/US20050004858A1/en"")"
,,Tyre self-sealing device for the wheel of a vehicle ,US2005205182,"=HYPERLINK(""https://patents.google.com/patent/US20050205182A1/en"")"
,,Coordination Processing Method and Device for Self Organizing Operation and Communication System ,US2012213057,"=HYPERLINK(""https://patents.google.com/patent/US20120213057A1/en"")"
,,Systems and methods for auto-balancing of throughput in a real-time event-driven system ,US8522241,"=HYPERLINK(""https://patents.google.com/patent/US8522241B1/en"")"
,,Hybrid Networking Path Selection and Load Balancing to Provide Robust High Bandwidth Availability in Home Networks ,US2013128738,"=HYPERLINK(""https://patents.google.com/patent/US20130128738A1/en"")"
,,Distributed type dynamic cache expanding method and system supporting load balancing ,CN102244685,"=HYPERLINK(""https://patents.google.com/patent/CN102244685A/en"")"
,,Battery cell balancing system and method ,US8896315,"=HYPERLINK(""https://patents.google.com/patent/US8896315B1/en"")"
,,Auto balancing duplexer for communication lines ,US4320498,"=HYPERLINK(""https://patents.google.com/patent/US4320498A/en"")"
,,Fluid balancing systems and methods ,US9115708,"=HYPERLINK(""https://patents.google.com/patent/US9115708B2/en"")"
,,Mountable eddy current sensor for in-situ remote detection of surface and sub-surface fatigue cracks ,US8013600,"=HYPERLINK(""https://patents.google.com/patent/US8013600B1/en"")"
self-balancing mobile robot,574
,,Flexible two-wheel self-balance robot system and motion control method thereof ,CN101554726,"=HYPERLINK(""https://patents.google.com/patent/CN101554726A/en"")"
,,Dynamic balancing mobile robot ,US7847504,"=HYPERLINK(""https://patents.google.com/patent/US7847504B2/en"")"
,,Force balancing mobile robotic system ,WO2009143377,"=HYPERLINK(""https://patents.google.com/patent/WO2009143377A2/en"")"
,,Single-wheel self-balancing robot system ,CN102445944,"=HYPERLINK(""https://patents.google.com/patent/CN102445944A/en"")"
,,A two-wheeled self-balance robot self-adaptive sliding mode changing structure control method and system ,CN105116729,"=HYPERLINK(""https://patents.google.com/patent/CN105116729A/en"")"
,,Single-wheel robot capable of realizing self balance ,CN102520720,"=HYPERLINK(""https://patents.google.com/patent/CN102520720A/en"")"
,,Single-wheel self-balancing robot system ,CN202351703,"=HYPERLINK(""https://patents.google.com/patent/CN202351703U/en"")"
,,Single-foot self-balance robot ,CN203838557,"=HYPERLINK(""https://patents.google.com/patent/CN203838557U/en"")"
,,Multi-terrain self-balancing two-wheel car ,CN103112510,"=HYPERLINK(""https://patents.google.com/patent/CN103112510A/en"")"
,,Self-balancing manned solowheel based on inertia balance wheel ,CN102815357,"=HYPERLINK(""https://patents.google.com/patent/CN102815357A/en"")"
,,Desktop type double-wheel self-balancing robot ,CN103170962,"=HYPERLINK(""https://patents.google.com/patent/CN103170962A/en"")"
,,Flexible two-wheel self-balance robot ,CN201525024,"=HYPERLINK(""https://patents.google.com/patent/CN201525024U/en"")"
,,"Operation control device for leg-type mobile robot and operation control method, and robot device ",US7386364,"=HYPERLINK(""https://patents.google.com/patent/US7386364B2/en"")"
,,Hybrid mobile robot ,US2011040427,"=HYPERLINK(""https://patents.google.com/patent/US20110040427A1/en"")"
,,Self-balancing robot ,CN202847850,"=HYPERLINK(""https://patents.google.com/patent/CN202847850U/en"")"
,,Robot control system based on double-wheel self-balance gravity inductive control ,CN103192394,"=HYPERLINK(""https://patents.google.com/patent/CN103192394A/en"")"
,,Small-sized self-balance robot gesture simulator ,CN103744297,"=HYPERLINK(""https://patents.google.com/patent/CN103744297A/en"")"
,,Self-balancing mobile robot on the bulbs ,CN108415429,"=HYPERLINK(""https://patents.google.com/patent/CN108415429A/en"")"
,,One-wheel robot capable of being self-balanced ,CN202362674,"=HYPERLINK(""https://patents.google.com/patent/CN202362674U/en"")"
,,Fast Convergence species complementary filter based on improved self-balancing method of the mobile robot posture ,CN105300381,"=HYPERLINK(""https://patents.google.com/patent/CN105300381B/en"")"
,,Two -wheeled self -balancing car based on outside intelligent device APP control ,CN205113575,"=HYPERLINK(""https://patents.google.com/patent/CN205113575U/en"")"
,,Mobile robot control system based on smart phone ,CN105611053,"=HYPERLINK(""https://patents.google.com/patent/CN105611053A/en"")"
,,Unicycle robot with function of self-balancing realization ,CN103645735,"=HYPERLINK(""https://patents.google.com/patent/CN103645735A/en"")"
,,Mobile robot with hydraulic mechanism ,US8102134,"=HYPERLINK(""https://patents.google.com/patent/US8102134B1/en"")"
,,Control device of legged mobile robot ,US2006106495,"=HYPERLINK(""https://patents.google.com/patent/US20060106495A1/en"")"
,,Robot system ,US7082350,"=HYPERLINK(""https://patents.google.com/patent/US7082350B2/en"")"
,,Coaxial double-wheel self-balanced orchard pesticide spraying robot based on WiFi control ,CN204273018,"=HYPERLINK(""https://patents.google.com/patent/CN204273018U/en"")"
,,Mobile robot systems and methods ,US8122982,"=HYPERLINK(""https://patents.google.com/patent/US8122982B2/en"")"
,,Self-operated dynamically balancing movable robot ,CN100421882,"=HYPERLINK(""https://patents.google.com/patent/CN100421882C/en"")"
,,Self-balancing manned unicycle system ,CN201907604,"=HYPERLINK(""https://patents.google.com/patent/CN201907604U/en"")"
,,Self-balance control method of movable type inverted pendulum system and self-balance vehicle intelligent control system ,CN103753557,"=HYPERLINK(""https://patents.google.com/patent/CN103753557A/en"")"
,,Automatic balancing device ,CN201736232,"=HYPERLINK(""https://patents.google.com/patent/CN201736232U/en"")"
,,Self-navigation robot system ,CN102478657,"=HYPERLINK(""https://patents.google.com/patent/CN102478657A/en"")"
,,Mobile robot platform ,US7348747,"=HYPERLINK(""https://patents.google.com/patent/US7348747B1/en"")"
,,A one- time limited self-balancing robot control method ,CN104749955,"=HYPERLINK(""https://patents.google.com/patent/CN104749955B/en"")"
,,Two-wheeled mobile robot auto-control system ,CN104699092,"=HYPERLINK(""https://patents.google.com/patent/CN104699092A/en"")"
,,Self-balancing unicycle robot control method based on an event trigger mechanism for a limited time ,CN105159086,"=HYPERLINK(""https://patents.google.com/patent/CN105159086B/en"")"
,,Mobile robot capable of jumping ,CN103273477,"=HYPERLINK(""https://patents.google.com/patent/CN103273477A/en"")"
,,Companion robot for personal interaction ,US7957837,"=HYPERLINK(""https://patents.google.com/patent/US7957837B2/en"")"
,,Intrinsic motivation based self-cognition system for motion balance robot and control method ,CN104992059,"=HYPERLINK(""https://patents.google.com/patent/CN104992059A/en"")"
,,Control device for legged mobile robot ,US2006247799,"=HYPERLINK(""https://patents.google.com/patent/US20060247799A1/en"")"
,,"Balancing device, method and two-wheeled robot ",CN101980094,"=HYPERLINK(""https://patents.google.com/patent/CN101980094A/en"")"
,,Running control system for mobile robot provided with multiple sensor information integration system ,US5400244,"=HYPERLINK(""https://patents.google.com/patent/US5400244A/en"")"
,,Power balance digitization automatic control oil pumping method and oil extraction robot ,CN104612631,"=HYPERLINK(""https://patents.google.com/patent/CN104612631A/en"")"
,,Unicycle robot capable of achieving self balancing ,CN203732988,"=HYPERLINK(""https://patents.google.com/patent/CN203732988U/en"")"
,,Kind of two-wheeled self-balancing vehicle and method ,CN105947041,"=HYPERLINK(""https://patents.google.com/patent/CN105947041B/en"")"
,,Omnidirectional intelligent mobile robot capable of automatically balancing lifting chassis ,CN105059410,"=HYPERLINK(""https://patents.google.com/patent/CN105059410A/en"")"
,,Self-adaptive fuzzy balance controller for two-wheeled robot ,CN104298113,"=HYPERLINK(""https://patents.google.com/patent/CN104298113A/en"")"
,,Robot with self-erecting mechanism ,KR101210591,"=HYPERLINK(""https://patents.google.com/patent/KR101210591B1/en"")"
,,Self-weight balancing two-wheel robot for smart home ,CN204462849,"=HYPERLINK(""https://patents.google.com/patent/CN204462849U/en"")"
,,Weeding robot with adjustable center of gravity for paddy fields ,CN102696294,"=HYPERLINK(""https://patents.google.com/patent/CN102696294A/en"")"
,,Controller of legged mobile robot ,US6969965,"=HYPERLINK(""https://patents.google.com/patent/US6969965B2/en"")"
